city,date,precipitation,temperature,humidity,soil_wetness,rain_7day,flood_risk,is_hot_day,consecutive_hot,heatwave_risk
Faisalabad,2020-02-03,0.0,13.4,40.65,0.39,9.600000000000003,LOW,False,0,LOW
Faisalabad,2020-02-04,0.0,9.76,57.44,0.39,2.1500000000000035,LOW,False,0,LOW
Faisalabad,2020-02-05,0.0,10.0,66.82,0.39,0.020000000000003553,LOW,False,0,LOW
Faisalabad,2020-02-06,0.0,12.01,50.66,0.39,0.0,LOW,False,0,LOW
Faisalabad,2020-02-07,0.0,13.01,49.35,0.39,0.0,LOW,False,0,LOW
Faisalabad,2020-02-08,0.0,14.27,42.82,0.39,0.0,LOW,False,0,LOW
Faisalabad,2020-02-09,0.0,15.83,37.47,0.39,0.0,LOW,False,0,LOW
Faisalabad,2020-02-10,0.0,15.23,40.16,0.39,0.0,LOW,False,0,LOW
Faisalabad,2020-02-11,0.0,15.51,43.39,0.39,0.0,LOW,False,0,LOW
Faisalabad,2020-02-12,0.0,15.75,56.95,0.38,0.0,LOW,False,0,LOW
Faisalabad,2020-02-13,0.0,18.12,55.97,0.38,0.0,LOW,False,0,LOW
Faisalabad,2020-02-14,0.0,15.65,46.76,0.38,0.0,LOW,False,0,LOW
Faisalabad,2020-02-15,0.0,16.34,29.78,0.38,0.0,LOW,False,0,LOW
Faisalabad,2020-02-16,0.0,18.6,26.77,0.38,0.0,LOW,False,0,LOW
Faisalabad,2020-02-17,0.0,16.58,32.61,0.38,0.0,LOW,False,0,LOW
Faisalabad,2020-02-18,0.0,17.65,27.63,0.37,0.0,LOW,False,0,LOW
Faisalabad,2020-02-19,0.0,16.52,37.26,0.37,0.0,LOW,False,0,LOW
Faisalabad,2020-02-20,2.59,15.71,53.7,0.37,2.5900000000000034,LOW,False,0,LOW
Faisalabad,2020-02-21,2.48,16.57,67.45,0.38,5.070000000000004,LOW,False,0,LOW
Faisalabad,2020-02-22,0.0,18.42,58.22,0.38,5.070000000000004,LOW,False,0,LOW
Faisalabad,2020-02-23,0.0,19.74,46.97,0.38,5.070000000000004,LOW,False,0,LOW
Faisalabad,2020-02-24,11.54,19.49,48.81,0.39,16.610000000000003,LOW,False,0,LOW
Faisalabad,2020-02-25,0.0,18.9,54.87,0.39,16.610000000000003,LOW,False,0,LOW
Faisalabad,2020-02-26,0.0,20.47,50.24,0.39,16.610000000000003,LOW,False,0,LOW
Faisalabad,2020-02-27,0.0,20.51,47.27,0.39,14.020000000000003,LOW,False,0,LOW
Faisalabad,2020-02-28,9.91,18.77,66.46,0.39,21.450000000000003,LOW,False,0,LOW
Faisalabad,2020-02-29,8.19,17.72,75.66,0.41,29.64,LOW,False,0,LOW
Faisalabad,2020-03-01,1.25,17.84,72.8,0.42,30.89,LOW,False,0,LOW
Faisalabad,2020-03-02,0.0,18.77,66.27,0.41,19.35,LOW,False,0,LOW
Faisalabad,2020-03-03,0.0,19.8,60.29,0.41,19.35,LOW,False,0,LOW
Faisalabad,2020-03-04,1.73,19.23,57.1,0.41,21.080000000000002,LOW,False,0,LOW
Faisalabad,2020-03-05,14.67,17.58,75.99,0.42,35.75,LOW,False,0,LOW
Faisalabad,2020-03-06,27.48,14.5,90.32,0.47,53.32000000000001,MEDIUM,False,0,LOW
Faisalabad,2020-03-07,1.45,15.15,76.89,0.48,46.580000000000005,MEDIUM,False,0,LOW
Faisalabad,2020-03-08,6.36,16.26,73.5,0.48,51.690000000000005,MEDIUM,False,0,LOW
Faisalabad,2020-03-09,0.0,16.52,66.66,0.48,51.690000000000005,MEDIUM,False,0,LOW
Faisalabad,2020-03-10,3.4,17.63,60.57,0.48,55.09,MEDIUM,False,0,LOW
Faisalabad,2020-03-11,56.76,15.52,78.3,0.5,110.12,MEDIUM,False,0,LOW
Faisalabad,2020-03-12,20.1,15.75,76.54,0.59,115.55,MEDIUM,False,0,LOW
Faisalabad,2020-03-13,2.62,14.51,75.17,0.59,90.69,MEDIUM,False,0,LOW
Faisalabad,2020-03-14,0.07,15.61,65.3,0.58,89.31,MEDIUM,False,0,LOW
Faisalabad,2020-03-15,0.0,16.84,65.62,0.57,82.95,MEDIUM,False,0,LOW
Faisalabad,2020-03-16,0.0,18.01,68.63,0.56,82.95,MEDIUM,False,0,LOW
Faisalabad,2020-03-17,0.0,20.15,63.17,0.55,79.55,MEDIUM,False,0,LOW
Faisalabad,2020-03-18,0.0,21.28,63.56,0.55,22.790000000000003,MEDIUM,False,0,LOW
Faisalabad,2020-03-19,0.05,21.17,70.35,0.54,2.74,MEDIUM,False,0,LOW
Faisalabad,2020-03-20,0.63,20.0,77.89,0.54,0.75,MEDIUM,False,0,LOW
Faisalabad,2020-03-21,0.19,21.08,72.0,0.53,0.8699999999999999,MEDIUM,False,0,LOW
Faisalabad,2020-03-22,0.09,20.8,74.21,0.53,0.96,MEDIUM,False,0,LOW
Faisalabad,2020-03-23,1.2,19.73,81.39,0.52,2.16,MEDIUM,False,0,LOW
Faisalabad,2020-03-24,3.84,20.85,82.35,0.52,6.0,MEDIUM,False,0,LOW
Faisalabad,2020-03-25,6.58,20.74,77.1,0.53,12.58,MEDIUM,False,0,LOW
Faisalabad,2020-03-26,0.59,19.92,77.76,0.53,13.12,MEDIUM,False,0,LOW
Faisalabad,2020-03-27,46.57,16.77,87.77,0.56,59.06,MEDIUM,False,0,LOW
Faisalabad,2020-03-28,0.1,19.7,75.28,0.6,58.970000000000006,MEDIUM,False,0,LOW
Faisalabad,2020-03-29,0.0,20.83,65.51,0.58,58.88,MEDIUM,False,0,LOW
Faisalabad,2020-03-30,0.11,19.37,75.18,0.57,57.790000000000006,MEDIUM,False,0,LOW
Faisalabad,2020-03-31,10.68,18.35,86.83,0.58,64.63,MEDIUM,False,0,LOW
Faisalabad,2020-04-01,0.4,20.9,73.04,0.58,58.45,MEDIUM,False,0,LOW
Faisalabad,2020-04-02,0.02,20.62,67.0,0.57,57.88,MEDIUM,False,0,LOW
Faisalabad,2020-04-03,0.0,21.49,55.78,0.56,11.31,MEDIUM,False,0,LOW
Faisalabad,2020-04-04,0.0,22.06,60.87,0.55,11.21,MEDIUM,False,0,LOW
Faisalabad,2020-04-05,1.53,21.53,68.79,0.54,12.74,MEDIUM,False,0,LOW
Faisalabad,2020-04-06,0.02,21.79,69.51,0.54,12.65,MEDIUM,False,0,LOW
Faisalabad,2020-04-07,3.57,20.78,76.67,0.53,5.539999999999999,MEDIUM,False,0,LOW
Faisalabad,2020-04-08,0.0,21.61,67.99,0.53,5.139999999999999,MEDIUM,False,0,LOW
Faisalabad,2020-04-09,0.2,23.36,61.45,0.52,5.319999999999999,MEDIUM,False,0,LOW
Faisalabad,2020-04-10,0.1,23.83,67.03,0.52,5.42,MEDIUM,False,0,LOW
Faisalabad,2020-04-11,0.0,24.69,67.88,0.51,5.42,MEDIUM,False,0,LOW
Faisalabad,2020-04-12,0.0,27.7,58.28,0.5,3.8899999999999992,MEDIUM,False,0,LOW
Faisalabad,2020-04-13,0.98,27.13,60.84,0.49,4.85,MEDIUM,False,0,LOW
Faisalabad,2020-04-14,0.62,27.97,54.87,0.49,1.9,MEDIUM,False,0,LOW
Faisalabad,2020-04-15,0.07,26.4,59.14,0.48,1.97,MEDIUM,False,0,LOW
Faisalabad,2020-04-16,0.0,25.54,53.92,0.48,1.77,MEDIUM,False,0,LOW
Faisalabad,2020-04-17,17.42,22.79,65.79,0.48,19.090000000000003,MEDIUM,False,0,LOW
Faisalabad,2020-04-18,4.2,22.35,72.21,0.5,23.290000000000003,MEDIUM,False,0,LOW
Faisalabad,2020-04-19,0.14,23.22,64.7,0.49,23.430000000000003,MEDIUM,False,0,LOW
Faisalabad,2020-04-20,2.85,23.45,64.02,0.49,25.300000000000004,MEDIUM,False,0,LOW
Faisalabad,2020-04-21,0.01,24.21,56.56,0.49,24.69,MEDIUM,False,0,LOW
Faisalabad,2020-04-22,0.0,26.6,53.46,0.48,24.62,MEDIUM,False,0,LOW
Faisalabad,2020-04-23,0.63,25.81,61.3,0.47,25.250000000000004,LOW,False,0,LOW
Faisalabad,2020-04-24,0.26,27.88,56.52,0.47,8.09,LOW,False,0,LOW
Faisalabad,2020-04-25,1.18,24.75,67.92,0.47,5.07,LOW,False,0,LOW
Faisalabad,2020-04-26,0.01,26.55,58.06,0.46,4.94,LOW,False,0,LOW
Faisalabad,2020-04-27,2.64,26.62,59.48,0.46,4.73,LOW,False,0,LOW
Faisalabad,2020-04-28,1.07,26.53,60.19,0.46,5.79,LOW,False,0,LOW
Faisalabad,2020-04-29,0.03,28.67,60.08,0.45,5.82,LOW,False,0,LOW
Faisalabad,2020-04-30,0.36,30.18,53.23,0.45,5.550000000000001,LOW,False,0,LOW
Faisalabad,2020-05-01,2.03,31.79,49.93,0.44,7.319999999999999,LOW,False,0,LOW
Faisalabad,2020-05-02,1.22,29.98,55.9,0.44,7.359999999999999,LOW,False,0,LOW
Faisalabad,2020-05-03,1.13,29.04,54.94,0.44,8.48,LOW,False,0,LOW
Faisalabad,2020-05-04,0.66,28.2,54.78,0.44,6.499999999999999,LOW,False,0,LOW
Faisalabad,2020-05-05,0.45,28.53,51.45,0.43,5.88,LOW,False,0,LOW
Faisalabad,2020-05-06,0.01,29.62,44.82,0.43,5.859999999999999,LOW,False,0,LOW
Faisalabad,2020-05-07,0.0,29.62,44.74,0.42,5.499999999999999,LOW,False,0,LOW
Faisalabad,2020-05-08,0.0,31.4,41.59,0.42,3.4699999999999998,LOW,False,0,LOW
Faisalabad,2020-05-09,0.04,32.05,39.04,0.41,2.29,LOW,False,0,LOW
Faisalabad,2020-05-10,0.71,32.9,37.74,0.41,1.87,LOW,False,0,LOW
Faisalabad,2020-05-11,1.39,31.38,41.17,0.4,2.5999999999999996,LOW,False,0,LOW
Faisalabad,2020-05-12,0.15,30.5,50.21,0.4,2.3,LOW,False,0,LOW
Faisalabad,2020-05-13,1.62,30.32,51.31,0.4,3.9099999999999997,LOW,False,0,LOW
Faisalabad,2020-05-14,28.2,26.87,69.29,0.42,32.11,LOW,False,0,LOW
Faisalabad,2020-05-15,0.04,27.77,60.64,0.44,32.15,LOW,False,0,LOW
Faisalabad,2020-05-16,0.0,30.44,48.11,0.43,32.11,LOW,False,0,LOW
Faisalabad,2020-05-17,0.0,30.67,43.93,0.42,31.4,LOW,False,0,LOW
Faisalabad,2020-05-18,0.0,29.81,42.87,0.42,30.009999999999998,LOW,False,0,LOW
Faisalabad,2020-05-19,0.0,29.89,37.54,0.41,29.86,LOW,False,0,LOW
Faisalabad,2020-05-20,0.0,30.13,38.98,0.41,28.24,LOW,False,0,LOW
Faisalabad,2020-05-21,0.0,32.49,34.36,0.4,0.04,LOW,False,0,LOW
Faisalabad,2020-05-22,0.0,34.53,32.45,0.4,0.0,LOW,False,0,LOW
Faisalabad,2020-05-23,0.05,36.22,26.85,0.39,0.05,LOW,False,0,LOW
Faisalabad,2020-05-24,0.02,34.86,34.91,0.39,0.07,LOW,False,0,LOW
Faisalabad,2020-05-25,0.0,35.81,31.95,0.39,0.07,LOW,False,0,LOW
Faisalabad,2020-05-26,0.0,36.04,31.92,0.38,0.07,LOW,False,0,LOW
Faisalabad,2020-05-27,0.0,36.94,27.31,0.38,0.07,LOW,False,0,LOW
Faisalabad,2020-05-28,0.0,36.1,27.89,0.37,0.07,LOW,False,0,LOW
Faisalabad,2020-05-29,0.0,34.69,30.28,0.37,0.07,LOW,False,0,LOW
Faisalabad,2020-05-30,3.2,31.87,38.86,0.37,3.22,LOW,False,0,LOW
Faisalabad,2020-05-31,3.51,28.98,56.47,0.37,6.71,LOW,False,0,LOW
Faisalabad,2020-06-01,0.56,29.26,53.04,0.37,7.27,LOW,False,0,LOW
Faisalabad,2020-06-02,6.9,26.12,68.03,0.38,14.17,LOW,False,0,LOW
Faisalabad,2020-06-03,0.28,27.96,58.38,0.38,14.45,LOW,False,0,LOW
Faisalabad,2020-06-04,3.48,29.14,54.12,0.38,17.93,LOW,False,0,LOW
Faisalabad,2020-06-05,0.0,31.36,45.1,0.38,17.93,LOW,False,0,LOW
Faisalabad,2020-06-06,2.15,31.47,44.77,0.38,16.88,LOW,False,0,LOW
Faisalabad,2020-06-07,0.83,31.74,44.63,0.38,14.2,LOW,False,0,LOW
Faisalabad,2020-06-08,0.01,34.63,40.0,0.37,13.65,LOW,False,0,LOW
Faisalabad,2020-06-09,0.1,35.96,38.16,0.37,6.85,LOW,False,0,LOW
Faisalabad,2020-06-10,0.81,37.03,35.53,0.37,7.379999999999999,LOW,False,0,LOW
Faisalabad,2020-06-11,1.98,36.21,37.9,0.37,5.88,LOW,False,0,LOW
Faisalabad,2020-06-12,0.0,37.54,34.1,0.36,5.88,LOW,False,0,LOW
Faisalabad,2020-06-13,28.65,34.14,50.15,0.4,32.379999999999995,LOW,False,0,LOW
Faisalabad,2020-06-14,0.04,33.76,48.37,0.4,31.59,LOW,False,0,LOW
Faisalabad,2020-06-15,0.0,35.75,38.64,0.4,31.58,LOW,False,0,LOW
Faisalabad,2020-06-16,0.0,36.61,32.53,0.39,31.479999999999997,LOW,False,0,LOW
Faisalabad,2020-06-17,0.0,36.65,29.05,0.39,30.669999999999998,LOW,False,0,LOW
Faisalabad,2020-06-18,0.0,37.57,26.07,0.38,28.689999999999998,LOW,False,0,LOW
Faisalabad,2020-06-19,0.0,37.35,31.79,0.38,28.689999999999998,LOW,False,0,LOW
Faisalabad,2020-06-20,12.5,35.19,40.93,0.39,12.54,LOW,False,0,LOW
Faisalabad,2020-06-21,0.0,37.16,36.61,0.39,12.5,LOW,False,0,LOW
Faisalabad,2020-06-22,2.0,36.61,38.86,0.39,14.5,LOW,False,0,LOW
Faisalabad,2020-06-23,0.0,37.53,36.77,0.38,14.5,LOW,False,0,LOW
Faisalabad,2020-06-24,13.8,36.25,43.5,0.39,28.3,LOW,False,0,LOW
Faisalabad,2020-06-25,4.66,35.57,48.89,0.4,32.96,LOW,False,0,LOW
Faisalabad,2020-06-26,1.3,35.78,48.23,0.4,34.26,LOW,False,0,LOW
Faisalabad,2020-06-27,1.7,36.68,45.68,0.39,23.46,LOW,False,0,LOW
Faisalabad,2020-06-28,1.17,37.37,43.5,0.39,24.630000000000003,LOW,False,0,LOW
Faisalabad,2020-06-29,4.97,34.81,48.64,0.39,27.6,LOW,False,0,LOW
Faisalabad,2020-06-30,0.78,35.92,39.54,0.39,28.38,LOW,False,0,LOW
Faisalabad,2020-07-01,2.05,36.3,43.96,0.39,16.63,LOW,False,0,LOW
Faisalabad,2020-07-02,0.0,38.05,39.34,0.38,11.969999999999999,LOW,False,0,LOW
Faisalabad,2020-07-03,0.0,39.93,33.03,0.38,10.669999999999998,LOW,False,0,LOW
Faisalabad,2020-07-04,2.53,39.72,31.59,0.37,11.5,LOW,False,0,LOW
Faisalabad,2020-07-05,12.01,33.77,50.99,0.39,22.34,LOW,False,0,LOW
Faisalabad,2020-07-06,0.0,34.19,45.57,0.39,17.37,LOW,False,0,LOW
Faisalabad,2020-07-07,0.0,36.17,38.89,0.38,16.59,LOW,False,0,LOW
Faisalabad,2020-07-08,0.13,35.86,44.9,0.38,14.67,LOW,False,0,LOW
Faisalabad,2020-07-09,0.0,35.86,45.18,0.38,14.670000000000002,LOW,False,0,LOW
Faisalabad,2020-07-10,0.17,38.61,35.31,0.37,14.840000000000002,LOW,False,0,LOW
Faisalabad,2020-07-11,0.28,38.15,38.54,0.37,12.59,LOW,False,0,LOW
Faisalabad,2020-07-12,28.66,33.45,59.16,0.4,29.240000000000002,LOW,False,0,LOW
Faisalabad,2020-07-13,0.17,33.81,56.58,0.41,29.41,LOW,False,0,LOW
Faisalabad,2020-07-14,0.0,36.54,43.49,0.4,29.41,LOW,False,0,LOW
Faisalabad,2020-07-15,0.07,36.84,40.11,0.4,29.349999999999998,LOW,False,0,LOW
Faisalabad,2020-07-16,9.06,34.54,50.27,0.4,38.41,LOW,False,0,LOW
Faisalabad,2020-07-17,0.9,34.7,52.04,0.4,39.14,LOW,False,0,LOW
Faisalabad,2020-07-18,0.25,36.2,48.41,0.4,39.11,LOW,False,0,LOW
Faisalabad,2020-07-19,5.17,36.42,46.31,0.4,15.620000000000001,LOW,False,0,LOW
Faisalabad,2020-07-20,17.95,35.61,49.29,0.41,33.4,LOW,False,0,LOW
Faisalabad,2020-07-21,19.59,31.3,69.15,0.44,52.99,MEDIUM,False,0,LOW
Faisalabad,2020-07-22,11.1,30.96,63.38,0.46,64.02,MEDIUM,False,0,LOW
Faisalabad,2020-07-23,0.0,33.16,48.12,0.45,54.96,MEDIUM,False,0,LOW
Faisalabad,2020-07-24,0.29,34.2,49.64,0.44,54.35,MEDIUM,False,0,LOW
Faisalabad,2020-07-25,1.55,33.89,50.72,0.44,55.65,MEDIUM,False,0,LOW
Faisalabad,2020-07-26,3.91,33.76,54.09,0.44,54.39,MEDIUM,False,0,LOW
Faisalabad,2020-07-27,0.55,35.03,49.35,0.43,36.99,LOW,False,0,LOW
Faisalabad,2020-07-28,0.01,36.63,46.19,0.43,17.410000000000004,LOW,False,0,LOW
Faisalabad,2020-07-29,0.77,36.97,44.52,0.42,7.080000000000004,LOW,False,0,LOW
Faisalabad,2020-07-30,2.83,35.47,50.96,0.42,9.910000000000004,LOW,False,0,LOW
Faisalabad,2020-07-31,2.05,33.48,58.77,0.42,11.670000000000005,LOW,False,0,LOW
Faisalabad,2020-08-01,8.41,33.34,61.24,0.43,18.530000000000005,LOW,False,0,LOW
Faisalabad,2020-08-02,9.15,34.55,56.52,0.43,23.770000000000003,LOW,False,0,LOW
Faisalabad,2020-08-03,7.23,36.09,48.04,0.44,30.450000000000003,LOW,False,0,LOW
Faisalabad,2020-08-04,1.48,35.67,47.11,0.44,31.920000000000005,LOW,False,0,LOW
Faisalabad,2020-08-05,0.12,36.0,46.3,0.43,31.270000000000007,LOW,False,0,LOW
Faisalabad,2020-08-06,0.35,35.52,50.61,0.42,28.790000000000006,LOW,False,0,LOW
Faisalabad,2020-08-07,0.27,34.78,51.58,0.42,27.010000000000005,LOW,False,0,LOW
Faisalabad,2020-08-08,2.94,34.55,55.65,0.42,21.540000000000006,LOW,False,0,LOW
Faisalabad,2020-08-09,4.99,35.03,55.77,0.42,17.380000000000003,LOW,False,0,LOW
Faisalabad,2020-08-10,19.83,33.87,61.78,0.43,29.98,LOW,False,0,LOW
Faisalabad,2020-08-11,5.18,33.23,65.35,0.45,33.68,LOW,False,0,LOW
Faisalabad,2020-08-12,0.25,35.54,54.77,0.44,33.81,LOW,False,0,LOW
Faisalabad,2020-08-13,1.14,36.34,52.61,0.43,34.6,LOW,False,0,LOW
Faisalabad,2020-08-14,0.63,35.18,56.93,0.43,34.96,LOW,False,0,LOW
Faisalabad,2020-08-15,0.36,34.3,57.55,0.42,32.38,LOW,False,0,LOW
Faisalabad,2020-08-16,0.67,34.99,50.66,0.42,28.06,LOW,False,0,LOW
Faisalabad,2020-08-17,0.35,35.46,50.04,0.41,8.58,LOW,False,0,LOW
Faisalabad,2020-08-18,3.27,35.56,53.61,0.41,6.67,LOW,False,0,LOW
Faisalabad,2020-08-19,12.45,33.35,65.8,0.42,18.869999999999997,LOW,False,0,LOW
Faisalabad,2020-08-20,35.37,30.57,77.9,0.48,53.099999999999994,MEDIUM,False,0,LOW
Faisalabad,2020-08-21,3.2,30.24,73.7,0.49,55.669999999999995,MEDIUM,False,0,LOW
Faisalabad,2020-08-22,0.0,31.89,62.85,0.47,55.309999999999995,MEDIUM,False,0,LOW
Faisalabad,2020-08-23,0.0,32.46,58.42,0.47,54.64,MEDIUM,False,0,LOW
Faisalabad,2020-08-24,0.01,32.04,59.78,0.46,54.3,MEDIUM,False,0,LOW
Faisalabad,2020-08-25,2.21,32.06,65.22,0.45,53.239999999999995,MEDIUM,False,0,LOW
Faisalabad,2020-08-26,5.09,31.33,68.59,0.45,45.879999999999995,LOW,False,0,LOW
Faisalabad,2020-08-27,26.23,30.62,73.73,0.47,36.74,LOW,False,0,LOW
Faisalabad,2020-08-28,28.71,29.72,78.22,0.52,62.25,MEDIUM,False,0,LOW
Faisalabad,2020-08-29,2.62,29.86,73.8,0.53,64.87,MEDIUM,False,0,LOW
Faisalabad,2020-08-30,0.29,30.17,69.72,0.52,65.16,MEDIUM,False,0,LOW
Faisalabad,2020-08-31,29.36,28.4,81.05,0.53,94.51,MEDIUM,False,0,LOW
Faisalabad,2020-09-01,49.0,28.34,84.31,0.59,141.3,MEDIUM,False,0,LOW
Faisalabad,2020-09-02,4.77,28.9,82.91,0.62,140.98,HIGH,False,0,LOW
Faisalabad,2020-09-03,22.01,28.5,83.91,0.62,136.76,HIGH,False,0,LOW
Faisalabad,2020-09-04,12.43,28.17,83.19,0.64,120.47999999999999,HIGH,False,0,LOW
Faisalabad,2020-09-05,6.13,28.8,80.28,0.64,123.99,HIGH,False,0,LOW
Faisalabad,2020-09-06,3.66,29.17,77.72,0.64,127.36,HIGH,False,0,LOW
Faisalabad,2020-09-07,1.08,29.44,74.49,0.63,99.08,MEDIUM,False,0,LOW
Faisalabad,2020-09-08,0.0,29.41,75.06,0.62,50.08,MEDIUM,False,0,LOW
Faisalabad,2020-09-09,0.0,29.69,70.22,0.61,45.31,MEDIUM,False,0,LOW
Faisalabad,2020-09-10,0.0,29.28,72.84,0.6,23.3,MEDIUM,False,0,LOW
Faisalabad,2020-09-11,0.0,29.53,68.36,0.59,10.870000000000001,MEDIUM,False,0,LOW
Faisalabad,2020-09-12,0.0,29.41,66.82,0.58,4.74,MEDIUM,False,0,LOW
Faisalabad,2020-09-13,0.0,29.34,66.87,0.57,1.08,MEDIUM,False,0,LOW
Faisalabad,2020-09-14,0.0,29.6,62.35,0.56,0.0,MEDIUM,False,0,LOW
Faisalabad,2020-09-15,0.0,30.42,62.74,0.55,0.0,MEDIUM,False,0,LOW
Faisalabad,2020-09-16,0.0,31.66,60.82,0.54,0.0,MEDIUM,False,0,LOW
Faisalabad,2020-09-17,0.0,31.69,58.97,0.53,0.0,MEDIUM,False,0,LOW
Faisalabad,2020-09-18,0.0,30.48,52.84,0.53,0.0,MEDIUM,False,0,LOW
Faisalabad,2020-09-19,0.0,31.33,50.46,0.52,0.0,MEDIUM,False,0,LOW
Faisalabad,2020-09-20,0.0,29.8,55.46,0.51,0.0,MEDIUM,False,0,LOW
Faisalabad,2020-09-21,0.0,28.99,56.71,0.5,0.0,MEDIUM,False,0,LOW
Faisalabad,2020-09-22,0.0,29.5,59.43,0.49,0.0,MEDIUM,False,0,LOW
Faisalabad,2020-09-23,0.0,30.29,59.15,0.49,0.0,MEDIUM,False,0,LOW
Faisalabad,2020-09-24,0.0,30.54,59.06,0.48,0.0,MEDIUM,False,0,LOW
Faisalabad,2020-09-25,0.0,30.25,48.91,0.48,0.0,MEDIUM,False,0,LOW
Faisalabad,2020-09-26,0.0,28.09,47.92,0.47,0.0,LOW,False,0,LOW
Faisalabad,2020-09-27,0.0,28.49,48.36,0.46,0.0,LOW,False,0,LOW
Faisalabad,2020-09-28,0.0,28.54,49.81,0.46,0.0,LOW,False,0,LOW
Faisalabad,2020-09-29,0.0,28.78,50.24,0.46,0.0,LOW,False,0,LOW
Faisalabad,2020-09-30,0.0,28.64,43.01,0.45,0.0,LOW,False,0,LOW
Faisalabad,2020-10-01,0.0,27.59,47.45,0.45,0.0,LOW,False,0,LOW
Faisalabad,2020-10-02,0.0,28.02,42.16,0.44,0.0,LOW,False,0,LOW
Faisalabad,2020-10-03,0.0,27.77,39.33,0.44,0.0,LOW,False,0,LOW
Faisalabad,2020-10-04,0.0,27.39,39.26,0.43,0.0,LOW,False,0,LOW
Faisalabad,2020-10-05,0.0,27.38,37.9,0.43,0.0,LOW,False,0,LOW
Faisalabad,2020-10-06,0.0,26.7,40.22,0.43,0.0,LOW,False,0,LOW
Faisalabad,2020-10-07,0.0,26.8,40.2,0.42,0.0,LOW,False,0,LOW
Faisalabad,2020-10-08,0.0,26.94,40.03,0.42,0.0,LOW,False,0,LOW
Faisalabad,2020-10-09,0.0,27.39,40.15,0.42,0.0,LOW,False,0,LOW
Faisalabad,2020-10-10,0.0,28.3,36.42,0.41,0.0,LOW,False,0,LOW
Faisalabad,2020-10-11,0.0,27.98,32.41,0.41,0.0,LOW,False,0,LOW
Faisalabad,2020-10-12,0.0,26.87,34.74,0.41,0.0,LOW,False,0,LOW
Faisalabad,2020-10-13,0.0,26.3,38.56,0.4,0.0,LOW,False,0,LOW
